,HANDLE,bldg_price,VB,new_construction_price,NC,side_lot_price,SL,vacant_lot_price,VL
12107,13727000380,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12108,13727000390,0.0,N/A,1875.0,"$1,875.00",-2.0,Ineligible: frontage > 25 ft,4941.573359,"$4,941.57"
12109,13727000400,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12110,13727000410,0.0,N/A,1562.5,"$1,562.50",586.25,$586.25,4117.139227000001,"$4,117.14"
12111,13727000420,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12112,13727000430,0.0,N/A,1020.62499375,"$1,020.62",382.938497655,$382.94,2689.561418,"$2,689.56"
12113,13727000440,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12114,13727000470,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12115,13727000480,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12116,13727000490,0.0,N/A,1523.7499500000001,"$1,523.75",571.71098124,$571.71,2793.861589,"$2,793.86"
12117,13727000500,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12118,13727000510,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,7304.3071310000005,"$7,304.31"
12119,13727000520,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,3885.072349,"$3,885.07"
12120,13727000525,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,2775.0648309999997,"$2,775.06"
12121,13727000540,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12122,13728000060,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
