,HANDLE,bldg_price,VB,new_construction_price,NC,side_lot_price,SL,vacant_lot_price,VL
0,10019000015,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
1,10020000030,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
2,10020000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
3,10023000025,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
4,10041000040,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,3834.868988,"$3,834.87"
5,10041000070,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,867.469804,$867.47
6,10041000080,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,2305.9721855000003,"$2,305.97"
7,10041000170,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,2579.684576,"$2,579.68"
8,10044040050,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,3704.219113,"$3,704.22"
9,10050000105,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
10,10051000035,-1.0,Contact LRA,0.0,N/A,0.0,N/A,0.0,N/A
11,10052000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
12,10052000050,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,521.2902725,$521.29
13,10052000080,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,1537.4732405,"$1,537.47"
14,10052000100,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,8132.49386,"$8,132.49"
15,10075000015,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
16,10117000015,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
17,10118000015,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
18,10118000016,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
19,10122000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
20,10124000010,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
21,10124000020,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
22,10124000030,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
23,10124000040,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
24,10124000050,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
25,10124000060,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
26,10124000070,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
27,10124000080,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
28,10124000090,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
29,10124000100,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
30,10124000110,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
31,10124000120,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
32,10124000130,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
33,10124000140,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
34,10124000150,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
35,10141000013,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,2660.2273566,"$2,660.23"
36,10150050055,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
37,10150060030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
38,10151000020,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,84.72466515,$84.72
39,10223000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
40,10228000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
41,10229000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
42,10250130011,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
43,10257000080,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
44,10259000011,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
45,10259000012,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
46,10272000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
47,10272000060,-1.0,Contact LRA,0.0,N/A,0.0,N/A,0.0,N/A
48,10272000070,-1.0,Contact LRA,0.0,N/A,0.0,N/A,0.0,N/A
49,10272000080,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
50,10308030040,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,8425.33732,"$8,425.34"
51,10314000030,1000.0,"$1,000.00",0.0,N/A,0.0,N/A,0.0,N/A
52,10322000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
53,10326000105,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
54,10333000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
55,10333000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
56,10333000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
57,10334000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
58,10336000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
59,10338000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
60,10338000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
61,10338000140,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
62,10338000150,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
63,10338000160,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
64,10338000170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
65,10338000180,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
66,10338000190,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
67,10338000200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
68,10338000220,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
69,10338000240,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
70,10338000250,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
71,10338000260,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
72,10339000010,0.0,N/A,3000.0,"$3,000.00",-2.0,Ineligible: frontage > 25 ft,6864.972761999999,"$6,864.97"
73,10339000020,0.0,N/A,1393.8749325,"$1,393.87",-2.0,Ineligible: frontage > 25 ft,1728.3930078,"$1,728.39"
74,10339000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
75,10339000070,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,582.68610954,$582.69
76,10339000080,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,585.60273624,$585.60
77,10339000090,0.0,N/A,600.0,$600.00,225.6,$225.60,585.61833288,$585.62
78,10339000100,0.0,N/A,600.0,$600.00,225.6,$225.60,575.58878364,$575.59
79,10339000110,0.0,N/A,604.87497,$604.87,227.43298872,$227.43,598.55644788,$598.56
80,10339000125,0.0,N/A,2812.5,"$2,812.50",-2.0,Ineligible: frontage > 25 ft,3600.0780312,"$3,600.08"
81,10339000150,0.0,N/A,1500.0,"$1,500.00",-2.0,Ineligible: frontage > 25 ft,3479.2157729999994,"$3,479.22"
82,10339000160,0.0,N/A,1500.0,"$1,500.00",-2.0,Ineligible: frontage > 25 ft,3480.0705396,"$3,480.07"
83,10340000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
84,10340000110,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
85,10340000120,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
86,10340000130,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
87,10340000140,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
88,10340000150,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
89,10340000160,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
90,10340000170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
91,10340000180,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
92,10340000190,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
93,10340000200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
94,10344000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
95,10345000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
96,10345000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
97,10345000060,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
98,10345000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
99,10345000080,0.0,N/A,750.0,$750.00,282.0,$282.00,1174.6454784,"$1,174.65"
100,10345000120,0.0,N/A,1500.0,"$1,500.00",-2.0,Ineligible: frontage > 25 ft,3334.9233366,"$3,334.92"
101,10345000130,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,3538.6554132,"$3,538.66"
102,10345000170,0.0,N/A,634.5000037500001,$634.50,238.57200141000004,$238.57,914.7783833999999,$914.78
103,10345000180,0.0,N/A,602.99999625,$603.00,226.72799859,$226.73,936.4472046,$936.45
104,10345000190,0.0,N/A,806.25,$806.25,303.15,$303.15,876.5589804,$876.56
105,10346000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
106,10346000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
107,10346000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
108,10346000120,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
109,10346000190,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
110,10346000200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
111,10346000210,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
112,10346000220,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
113,10346000230,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
114,10346000250,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
115,10347000030,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,1800.0288414,"$1,800.03"
116,10347000040,0.0,N/A,703.125,$703.12,264.375,$264.38,900.0107586,$900.01
117,10347000050,0.0,N/A,703.125,$703.12,264.375,$264.38,900.0174005999999,$900.02
118,10347000060,0.0,N/A,1406.25,"$1,406.25",-2.0,Ineligible: frontage > 25 ft,1800.0288414,"$1,800.03"
119,10347000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
120,10347000110,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,2005.9533492,"$2,005.95"
121,10359000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
122,10359000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
123,10359000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
124,10359000050,0.0,N/A,562.5,$562.50,211.5,$211.50,1252.5483131999997,"$1,252.55"
125,10359000060,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
126,10359000080,0.0,N/A,701.62496625,$701.62,263.81098731000003,$263.81,1288.3719179999998,"$1,288.37"
127,10359000085,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,1022.9148984,"$1,022.91"
128,10359000086,0.0,N/A,748.49996625,$748.50,281.43598731000003,$281.44,790.0754544,$790.08
129,10359000090,0.0,N/A,1115.625,"$1,115.62",-2.0,Ineligible: frontage > 25 ft,416.2069944,$416.21
130,10359000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
131,10359000110,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
132,10359000120,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
133,10359000170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
134,10360000011,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,3452.752122,"$3,452.75"
135,10360000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
136,10360000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
137,10360000060,2000.0,"$2,000.00",0.0,N/A,0.0,N/A,0.0,N/A
138,10360000065,2000.0,"$2,000.00",0.0,N/A,0.0,N/A,0.0,N/A
139,10360000070,0.0,N/A,1875.0,"$1,875.00",-2.0,Ineligible: frontage > 25 ft,2310.3666774,"$2,310.37"
140,10360000090,0.0,N/A,634.1249925000001,$634.12,238.43099718000002,$238.43,2056.7226078000003,"$2,056.72"
141,10360000100,0.0,N/A,605.9999925000001,$606.00,227.85599718,$227.86,657.7402182000001,$657.74
142,10360000110,0.0,N/A,643.4999925000001,$643.50,241.95599718000003,$241.96,711.8003262,$711.80
143,10360000120,0.0,N/A,2071.12498125,"$2,071.12",-2.0,Ineligible: frontage > 25 ft,1382.7086489999997,"$1,382.71"
144,10361000090,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
145,10361000095,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
146,10361000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
147,10364000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
148,10364000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
149,10364000030,1000.0,"$1,000.00",0.0,N/A,0.0,N/A,0.0,N/A
150,10364000055,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
151,10364000065,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
152,10364000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
153,10364000080,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
154,10364000090,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
155,10364000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
156,10364000110,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
157,10364000120,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
158,10364000130,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
159,10364000140,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
160,10364000160,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
161,10364000170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
162,10364000180,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
163,10364000190,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
164,10364000200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
165,10365000035,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
166,10365000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
167,10365000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
168,10372000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
169,10372000120,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
170,10372000190,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
171,10372000200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
172,10373000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
173,10373000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
174,10373000190,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
175,10382000060,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
176,10382000160,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
177,10382000170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
178,10383000170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
179,10383000180,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
180,10384000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
181,10384000090,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
182,10385000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
183,10385000065,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
184,10385000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
185,10385000190,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
186,10386000042,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
187,10386000085,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
188,10386000095,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
189,10386000115,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
190,10386000145,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
191,10386000165,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
192,10387060015,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
193,10388000020,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,36450.73766499999,"$36,450.74"
194,10390000039,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
195,10390000081,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
196,10390000090,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
197,10390000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
198,10390000110,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
199,10390000120,0.0,N/A,9375.0,"$9,375.00",-2.0,Ineligible: frontage > 25 ft,8746.472445000001,"$8,746.47"
200,10390000130,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
201,10390000150,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
202,10390000160,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
203,10390000170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
204,10391000051,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
205,10391000096,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
206,10394000015,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
207,10394000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
208,10394000060,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
209,10394000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
210,10394000080,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
211,10395000065,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
212,10395000155,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
213,10395000230,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
214,10395000250,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
215,10396000010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
216,10396000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
217,10396000091,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
218,10396000100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
219,10397000021,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
220,10399050200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
221,10403000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
222,10403000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
223,10403000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
224,10403000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
225,10403000060,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
226,10403000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
227,10403000080,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
228,10403000090,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
229,10405000025,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
230,10405000036,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
231,10405000045,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
232,10405000055,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
233,10408000040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
234,10408000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
235,10408000080,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
236,10409000019,4000.0,"$4,000.00",0.0,N/A,0.0,N/A,0.0,N/A
237,10409000030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
238,10409000041,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,2386.80576096,"$2,386.81"
239,10409000045,0.0,N/A,4031.25,"$4,031.25",1512.0,"$1,512.00",6673.670692000001,"$6,673.67"
240,10409000050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
241,10409000070,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
242,10409000090,4000.0,"$4,000.00",0.0,N/A,0.0,N/A,0.0,N/A
243,10409000100,0.0,N/A,11045.624596874999,"$11,045.62",-2.0,Ineligible: frontage > 25 ft,10955.2983787,"$10,955.30"
244,10409000210,2000.0,"$2,000.00",0.0,N/A,0.0,N/A,0.0,N/A
245,10418000061,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
246,10419000320,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
247,10426000010,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
248,10426000018,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
249,10426000020,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
250,10426000040,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,-1.0,Contact LRA
251,10448000020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
252,10463040125,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
253,10465030004,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,14879.672460000002,"$14,879.67"
254,10465030030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
255,10465030205,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
256,10465030291,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
257,10465030301,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
258,10465030311,0.0,N/A,4687.5,"$4,687.50",1758.0,"$1,758.00",7829.27411,"$7,829.27"
259,10465030350,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
260,10466030090,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
261,10466030100,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
262,10466030165,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
263,10466030200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
264,10466030270,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,10218.57251,"$10,218.57"
265,10466030300,0.0,N/A,12343.75,"$12,343.75",-2.0,Ineligible: frontage > 25 ft,18727.970725000003,"$18,727.97"
266,10466030345,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
267,10466030355,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
268,10466030365,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
269,10466030375,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
270,10466040010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
271,10466040140,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
272,10467030260,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
273,10467030290,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,24046.729785000003,"$24,046.73"
274,10472030020,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
275,10473030040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
276,10474030025,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
277,10474030030,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
278,10474030035,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
279,10474030142,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,7104.007025000001,"$7,104.01"
280,10474030151,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,1935.413525,"$1,935.41"
281,10475000147,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
282,10475000148,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
283,10475000152,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
284,10475000153,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
285,10475000157,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
286,10475000163,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
287,10475000166,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
288,10475000171,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
289,10475000172,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
290,10475000185,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
291,10482030040,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
292,10482030050,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
293,10482030082,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
294,10482030105,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
295,10482030240,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,137289.613285,"$137,289.61"
296,10482030260,0.0,N/A,4890.156196875,"$4,890.16",1834.55648007,"$1,834.56",5371.659498500001,"$5,371.66"
297,10482030270,0.0,N/A,4884.843590624999,"$4,884.84",1832.5634402099995,"$1,832.56",5303.049666,"$5,303.05"
298,10482030280,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,10544.861481500002,"$10,544.86"
299,10482030290,0.0,N/A,4980.46875,"$4,980.47",1868.4374999999998,"$1,868.44",5191.2407,"$5,191.24"
300,10482090162,0.0,N/A,1089.687534375,"$1,089.69",408.771512895,$408.77,292.504536445,$292.50
301,10482090200,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
302,10482090216,0.0,N/A,-1.0,Contact LRA,-1.0,Contact LRA,32452.534851,"$32,452.53"
303,10482090217,0.0,N/A,7864.999725,"$7,865.00",2950.3758968399998,"$2,950.38",9173.0270225,"$9,173.03"
304,10482090230,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
305,10482090250,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
306,10482090281,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
307,10482090340,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
308,10482090360,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
309,10482100010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
310,10483030010,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
311,10483030021,0.0,N/A,265.625,$265.62,99.64999999999999,$99.65,2061.36839395,"$2,061.37"
312,10483030130,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
313,10483030131,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
314,10483030133,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
315,10483030141,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
316,10483030145,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
317,10483030146,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
318,10483030160,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
319,10483030170,0.0,N/A,0.0,N/A,0.0,N/A,0.0,N/A
